Tract,ZIP,Population,CIscore,CIscoreP,Ozone,Ozone_Pctl,PM2_5,PM2_5_Pctl,Diesel_PM,Diesel_PM_Pctl,Pesticides,Pesticides_Pctl,Tox_Releases,Tox_Releases_Pctl,Traffic,Traffic_Pctl,Drinking_Water,DrinkingWaterPctl,Lead,Lead_Pctl,Cleanups,Cleanups_Pctl,GroundwaterThreats,GW_Threats_Pctl,Haz_Waste,Haz_Waste_Pctl,Imp_Water_Bodies,ImpWaterBodPctl,Solid_Waste,Solid_Waste_Pctl,Pollution,PollutionScore,Pollution_Pctl,Asthma,Asthma_Pctl,Low_Birth_Weight,LowBirthW_Pctl,Cardiovascular,Cardiovasc_Pctl,Education,Education_Pctl,Ling_Isol,Ling_Isol_Pctl,Poverty,Poverty_Pctl,Unemployment,Unemploy_Pctl,HousBurd,HousBurd_Pctl,PopChar,PopCharScore,PopCharP,Child_10,Pop_10_64,Elderly_65,Hispanic,White,African_American,Native_American,Asian_American,Pacific_Islander,Other_Multiple,County,ApproxLoc,Shape_Length,Shape_Area,sum_Shape_Area,sum_Area_SQUAREMETERS,Polygon_Count,percent_tree
6075016500.000000000000000,94117,5267,12.245037940000000,18.595562279999999,0.031908180000000,6.384567517000000,8.564654891000000,24.691972620000001,0.238913775000000,68.475420040000003,0.000000000000000,0.000000000000000,357.587671899999975,45.061265319999997,1010.498267000000055,58.549999999999997,258.789439599999980,15.036842760000001,59.798583000000001,65.507246379999998,0.000000000000000,0.000000000000000,6.750000000000000,36.808899220000001,0.945000000000000,84.354731970000003,0,0.000000000000000,0.000000000000000,0.000000000000000,31.719851630000001,3.872987584000000,21.369010580000001,41.460000000000001,43.855932199999998,3.620000000000000,18.565563250000000,7.920000000000000,13.160518440000001,5.600000000000000,24.120475830000000,7.500000000000000,51.102990929999997,18.800000000000001,31.545226130000000,5.900000000000000,56.194690270000002,10.500000000000000,15.855513309999999,30.478891959999999,3.161651742000000,20.600100860000001,6.702100000000000,79.456999999999994,13.840900000000000,7.974200000000000,69.356399999999994,5.183200000000000,0.000000000000000,11.125900000000000,0.000000000000000,6.360400000000000,San Francisco,San Francisco,2982.363185019548837,372071.979363625927363,45463.338815073613659,45463.338820411430788,450,12.218963357082075
6075016400.000000000000000,94117,4008,6.804267685000000,6.417044881000000,0.030640230000000,3.833229620000000,8.583084821000000,25.264467950000000,0.288728190000000,75.146235219999994,0.000000000000000,0.000000000000000,354.568338999999980,44.861215299999998,1014.795577999999978,58.875000000000000,258.789439599999980,15.036842760000001,58.310463020000000,63.453056080000003,0.000000000000000,0.000000000000000,3.750000000000000,25.087165859999999,0.655000000000000,76.796823300000000,0,0.000000000000000,0.000000000000000,0.000000000000000,30.664769860000000,3.744162308000000,19.290603610000002,46.920000000000002,51.931704889999999,3.660000000000000,19.335386190000001,8.779999999999999,19.354436690000000,2.500000000000000,8.415590990000000,0.000000000000000,0.000000000000000,7.800000000000000,5.804020101000000,1.200000000000000,1.900052056000000,8.400000000000000,8.035487958999999,17.519103070000000,1.817300406000000,5.635400908000000,7.784400000000000,83.507999999999996,8.707599999999999,11.177600000000000,68.662700000000001,6.961100000000000,0.399200000000000,7.584800000000000,0.000000000000000,5.214600000000000,San Francisco,San Francisco,2312.474518178987182,309101.524852308444679,40878.903370529340464,40878.903380225900037,306,13.225073347586433
6075016300.000000000000000,94102,4658,14.230413290000000,23.600605139999999,0.029372270000000,3.123833230000000,8.583084821000000,25.264467950000000,0.490249666000000,89.520846300000002,0.000000000000000,0.000000000000000,360.035324100000025,45.161290319999999,763.861723600000005,41.500000000000000,258.789439599999980,15.036842760000001,51.612814190000002,53.724007559999997,3.250000000000000,32.194848819999997,5.250000000000000,31.512535280000002,1.660000000000000,91.317008599999994,0,0.000000000000000,0.000000000000000,0.000000000000000,33.112566860000001,4.043037836000000,24.393279400000001,48.450000000000003,54.224825520000003,6.060000000000000,76.443418010000002,6.810000000000000,6.754735793000000,4.900000000000000,20.855479630000001,3.000000000000000,23.765056160000000,14.000000000000000,19.597989949999999,3.300000000000000,21.108797500000001,12.300000000000001,24.942965780000002,33.930858790000002,3.519732900000000,25.605143720000001,8.415600000000000,82.911100000000005,8.673299999999999,13.009900000000000,58.523000000000003,7.213400000000000,0.000000000000000,12.602000000000000,0.171700000000000,8.480000000000000,San Francisco,San Francisco,2012.420714366226548,246218.952747552742949,39112.718248851779208,39112.718237484958081,299,15.885340182397357
6075016100.000000000000000,94115,5340,20.108670249999999,37.733232479999998,0.029372270000000,3.123833230000000,8.601749205999999,26.160547600000001,0.957287671000000,97.909147480000001,0.000367056000000,3.103448276000000,369.035003599999982,45.511377840000002,561.317423899999994,25.600000000000001,258.789439599999980,15.036842760000001,37.552072090000003,33.787019530000002,3.250000000000000,32.194848819999997,7.500000000000000,39.448779680000001,2.850000000000000,95.698213100000004,0,0.000000000000000,0.000000000000000,0.000000000000000,32.008807500000003,3.908269038000000,22.016179220000001,45.630000000000003,49.788135590000003,4.140000000000000,29.881960480000000,5.990000000000000,3.501994018000000,12.699999999999999,49.974689949999998,29.300000000000001,95.330897280000002,57.899999999999999,90.050251259999996,7.100000000000000,68.401874019999994,17.899999999999999,53.624841570000001,49.600270420000001,5.145160185000000,49.659606660000001,4.681600000000000,71.872699999999995,23.445699999999999,10.767799999999999,20.861400000000000,35.393300000000004,0.000000000000000,25.749099999999999,0.000000000000000,7.228500000000000,San Francisco,San Francisco,2597.483363968578033,369024.119965661084279,52764.934615855141601,52764.934594732156256,475,14.298505636878724
6075016000.000000000000000,94102,2562,19.171655030000000,35.577407970000003,0.029372270000000,3.123833230000000,8.601749205999999,26.160547600000001,2.139006318000000,99.850653390000005,0.000410140000000,3.137931034000000,378.018671700000027,45.986496619999997,1274.351447999999891,71.500000000000000,258.789439599999980,15.036842760000001,24.466093120000000,17.240075610000002,4.150000000000000,37.943262410000003,3.750000000000000,25.087165859999999,3.190000000000000,96.492389149999994,0,0.000000000000000,0.000000000000000,0.000000000000000,34.137886180000002,4.168229122000000,26.957062850000000,70.400000000000006,78.726321040000002,3.740000000000000,20.887862460000001,8.869999999999999,20.027417750000001,7.400000000000000,31.700835229999999,10.300000000000001,63.039653540000003,30.699999999999999,54.949748739999997,2.900000000000000,15.838105150000001,24.399999999999999,78.466413180000004,44.339742459999997,4.599472453000000,41.691880990000001,1.873500000000000,72.521500000000003,25.605000000000000,7.299000000000000,50.624499999999998,9.757999999999999,0.000000000000000,26.580800000000000,0.000000000000000,5.737700000000000,San Francisco,San Francisco,1793.094191242709030,162171.138797902880469,14874.685939117860471,14874.685936056775972,143,9.172215257483982
6075015900.000000000000000,94115,4832,13.931345139999999,22.806354010000000,0.029372270000000,3.123833230000000,8.637295646000000,27.691350340000000,0.873613312000000,97.361543249999997,0.000000000000000,0.000000000000000,370.848993899999982,45.598899719999999,1246.843879000000015,70.525000000000006,258.789439599999980,15.036842760000001,34.002558409999999,29.275362319999999,0.000000000000000,0.000000000000000,9.000000000000000,43.848580439999999,2.005000000000000,92.534745200000003,0,0.000000000000000,0.000000000000000,0.000000000000000,33.143291009999999,4.046789249000000,24.492843810000000,33.140000000000001,30.645563310000000,4.500000000000000,38.709263540000002,4.800000000000000,0.685443669000000,6.600000000000000,28.448494050000001,8.400000000000000,55.149546620000002,27.699999999999999,50.012562809999999,3.200000000000000,19.586153050000000,19.800000000000001,61.939163499999999,33.186970420000002,3.442567498000000,24.634392330000001,3.269900000000000,78.125000000000000,18.605100000000000,12.334400000000000,30.608400000000000,7.553800000000000,1.469400000000000,41.928800000000003,0.269000000000000,5.836100000000000,San Francisco,San Francisco,2414.496322767222864,292702.677903650677763,55008.962951180976233,55008.962946096296946,254,18.793460770524167
6075015700.000000000000000,94118,8904,11.696592369999999,17.044881490000002,0.030640230000000,3.833229620000000,8.587947299000000,25.413814559999999,0.257840147000000,71.375233350000002,0.000000000000000,0.000000000000000,366.328002900000001,45.436359090000003,1045.643092000000024,60.850000000000001,258.789439599999980,15.036842760000001,53.315952379999999,56.194076870000004,0.000000000000000,0.000000000000000,16.500000000000000,62.377552710000003,1.860000000000000,92.071475840000005,0,0.000000000000000,0.000000000000000,0.000000000000000,33.474898260000003,4.087278428000000,25.451151209999999,24.109999999999999,14.967597209999999,3.840000000000000,22.735437520000001,4.920000000000000,0.847457627000000,5.500000000000000,23.664894960000002,3.500000000000000,28.041683580000001,18.699999999999999,31.256281410000000,9.400000000000000,83.628318579999998,16.199999999999999,45.031685680000002,27.587368479999999,2.861706775000000,16.628845179999999,6.334200000000000,84.826999999999998,8.838699999999999,12.792000000000000,47.304600000000001,6.120800000000000,0.000000000000000,24.034099999999999,0.112300000000000,9.636100000000001,San Francisco,San Francisco,3983.276703222272772,837650.523505451972596,104188.420845998145523,104188.420815050107194,671,12.438172948192754
6075015600.000000000000000,94118,3506,10.122013350000000,13.212304590000000,0.031908180000000,6.384567517000000,8.602120671000000,26.185438710000000,0.246370000000000,69.495955199999997,0.000000000000000,0.000000000000000,372.239003500000024,45.698924730000002,651.972427100000004,32.299999999999997,258.789439599999980,15.036842760000001,63.105774570000001,70.207939510000003,0.000000000000000,0.000000000000000,1.500000000000000,10.642536939999999,0.715000000000000,78.821972200000005,0,0.000000000000000,0.100000000000000,2.520045819000000,28.241442700000000,3.448274544000000,14.275046670000000,21.250000000000000,10.730309070000001,3.910000000000000,24.570182190000001,7.260000000000000,9.072781655000000,9.900000000000000,41.597064029999999,13.400000000000000,72.513195289999999,21.800000000000001,37.889447240000003,2.000000000000000,6.298802707000000,17.300000000000001,50.722433459999998,28.297639759999999,2.935384992000000,17.612203730000001,7.216200000000000,75.727300000000000,17.056500000000000,14.603500000000000,38.305799999999998,2.510000000000000,0.399300000000000,36.223599999999998,0.000000000000000,7.957800000000000,San Francisco,San Francisco,2423.195008117766974,291937.196466149820480,24164.131394210136932,24164.131390406899300,290,8.277167720629507
6075015500.000000000000000,94115,3551,13.465397780000000,21.596066570000001,0.029372270000000,3.123833230000000,8.620479073000000,26.944617300000001,0.617143885000000,93.366521469999995,0.000000000000000,0.000000000000000,376.444661499999995,45.898974740000000,1470.173878000000059,77.424999999999997,258.789439599999980,15.036842760000001,23.805668019999999,16.534341520000002,0.000000000000000,0.000000000000000,15.000000000000000,59.604848079999996,2.555000000000000,94.837855719999993,0,0.000000000000000,0.000000000000000,0.000000000000000,33.490357840000001,4.089166040000000,25.463596760000001,37.859999999999999,37.662013960000003,3.030000000000000,9.635617141000001,5.670000000000000,2.417746760000000,6.600000000000000,28.448494050000001,28.600000000000001,95.006090130000004,23.399999999999999,41.482412060000001,1.600000000000000,3.578865174000000,20.800000000000001,66.070975919999995,31.744580039999999,3.292944734000000,22.352496219999999,1.858600000000000,57.561300000000003,40.580100000000002,9.265000000000001,46.212299999999999,1.633300000000000,0.225300000000000,32.751300000000001,0.760300000000000,9.152400000000000,San Francisco,San Francisco,3660.514680844145005,314366.392739401257131,29715.013698489001399,29715.013710141949559,251,9.452350631759373
6075015400.000000000000000,94118,5951,10.107757660000001,13.187090270000001,0.030640230000000,3.833229620000000,8.587947299000000,25.413814559999999,0.223263176000000,65.986309890000001,0.000000000000000,0.000000000000000,384.572987899999987,46.349087269999998,807.734895599999959,44.837499999999999,258.789439599999980,15.036842760000001,54.248135939999997,57.567737870000002,0.200000000000000,2.594251586000000,7.500000000000000,39.448779680000001,1.660000000000000,91.317008599999994,0,0.000000000000000,0.100000000000000,2.520045819000000,30.644049209999999,3.741632322000000,19.253266960000001,27.809999999999999,21.460618149999998,5.240000000000000,58.557865020000001,6.820000000000000,6.817048853000000,2.100000000000000,6.517337383000000,3.200000000000000,25.551495469999999,8.600000000000000,7.236180905000000,5.100000000000000,45.783446120000001,13.500000000000000,30.608365020000001,26.042271159999999,2.701429963000000,14.699949569999999,10.586499999999999,77.499600000000001,11.914000000000000,5.259600000000000,64.375699999999995,0.604900000000000,0.000000000000000,22.702100000000002,0.117600000000000,6.940000000000000,San Francisco,San Francisco,3844.619382645985297,722135.082712533185259,75787.333509602816775,75787.333520434811362,754,10.494897053852755
